date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:35	117/117	---M-Z	200	added ('OK')	text/plain	date:Wed,%2020%20Sep%202023%2015:10:35%20GMT	https://spc.com.au/robots.txt		(from )
18:10:36	38244/38244	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2015:10:35%20GMT	https://spc.com.au/4-strategies-for-effective-food-waste-management/	C:/My%20Web%20Sites/manual_4/spc.com.au/4-strategies-for-effective-food-waste-management/index.html	(from )
18:10:36	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2020%20Sep%202023%2015:10:36%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/manual_4/www.googletagmanager.com/gtm.05445.delayed	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:37	3859/3859	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Nov%202018%2000:25:10%20GMT	https://spc.com.au/wp-content/themes/SPC/assets/img/touch-icon-iphone-retina.png	C:/My%20Web%20Sites/manual_4/spc.com.au/wp-content/themes/SPC/assets/img/touch-icon-iphone-retina.png	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:37	2221/2221	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Nov%202018%2000:25:10%20GMT	https://spc.com.au/wp-content/themes/SPC/assets/img/touch-icon-ipad.png	C:/My%20Web%20Sites/manual_4/spc.com.au/wp-content/themes/SPC/assets/img/touch-icon-ipad.png	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:38	5172/5172	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Nov%202018%2000:25:10%20GMT	https://spc.com.au/wp-content/themes/SPC/assets/img/touch-icon-ipad-retina.png	C:/My%20Web%20Sites/manual_4/spc.com.au/wp-content/themes/SPC/assets/img/touch-icon-ipad-retina.png	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:38	58171/58171	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Jun%202021%2003:56:30%20GMT	https://spc.com.au/wp-includes/css/dist/block-library/style.min.css?ver=5.7.9	C:/My%20Web%20Sites/manual_4/spc.com.au/wp-includes/css/dist/block-library/style.minfcc2.css	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:38	857/857	---M-Z	200	added ('OK')	application/rss+xml	etag:%22be1e289a66b6a6f1218a8d494021373c%22	https://spc.com.au/4-strategies-for-effective-food-waste-management/feed/	C:/My%20Web%20Sites/manual_4/spc.com.au/4-strategies-for-effective-food-waste-management/feed/index.html	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:39	122191/122191	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Oct%202022%2010:48:36%20GMT	https://spc.com.au/wp-content/themes/SPC/assets/css/screen.min.css?ver=1442824767566	C:/My%20Web%20Sites/manual_4/spc.com.au/wp-content/themes/SPC/assets/css/screen.min3646.css	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
18:10:39	170966/170966	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Sep%202021%2004:46:05%20GMT	https://spc.com.au/wp-content/themes/SPC/assets/js/site.min.js?ver=1442824767566	C:/My%20Web%20Sites/manual_4/spc.com.au/wp-content/themes/SPC/assets/js/site.min3646.js	(from https://spc.com.au/4-strategies-for-effective-food-waste-management/)
